audio_id,genre
suno_9bfef206-eab6-4b5b-b30a-e724668f5172_2,classical
suno_65181a72-40c5-4644-b1f9-bae008d9273a_1,blues
suno_725a1919-4d1e-4183-a752-1e93d0612106_1,hiphop
suno_59b78895-7bb0-4afc-88a9-7110cc0975ad_2,country
suno_ff802887-e408-4448-8672-7d0b38e6cfb1_1,electronic
suno_fe3d3305-3cb4-44ec-bf1b-3a5a6ef23d65_2,rock
suno_9ed04ee8-0ed5-4e8b-9416-fc83e675bd54_1,blues
suno_869c75b5-2801-4aae-ac31-6a7776f772a2_2,blues
suno_d8c9425c-94d1-4906-ac89-dc16e656c0d5_1,rock
suno_92a853c1-a3da-4011-b872-e81b39a7c4f6_2,jazz
suno_5800abdb-8159-473a-bd57-5c2fb6394639_1,country
suno_50d7de36-04f3-4738-b23f-78e6a9209b96_2,jazz
suno_ad0b68bf-b47d-448a-a682-1c6a38135ebe_2,rock
suno_342506e3-537f-499c-b017-caa6c84462c1_2,rock
suno_8c55b581-a894-441f-9230-e05d8bc5446c_1,jazz
suno_71978209-3ed4-4b57-ad42-d58b5b66225d_2,electronic
suno_33486c72-fc4e-4eb2-8ed6-1db15d0c2814_2,blues
suno_40e22d62-1e6e-4193-9286-ec55d368efa9_1,hiphop
suno_89982a84-c788-46cf-97f3-2372967c74a4_2,pop
suno_bb675f96-5e2c-406a-815d-92a88718d1bd_2,electronic
suno_3254da7e-53d1-4d25-9b74-eb737d76f0fb_2,hiphop
suno_32b7fb86-49f8-46fe-9019-924807dcadfd_1,blues
suno_0972e40e-f234-4fa9-93a1-39ac83c6fdd0_1,jazz
suno_b591635e-f9cf-41b0-8c75-486f28782bcd_2,rock
suno_8461bd50-a3e4-46de-8546-e03f70df9fcb_1,blues
suno_50a6020a-92c4-4292-a0ef-2fa72dbeaf37_1,hiphop
suno_1af1dbe3-9153-40de-86e4-1a2b0a26b434_1,rock
suno_6a916ce9-b6b2-40d4-b4df-9a0c3a12af81_1,country
suno_89723fb2-ccb9-4521-a294-3fe9ea42921f_1,rock
suno_d349f27f-3fe4-42be-ace8-e49fc4090ebd_1,country
suno_b5b03a42-e5f3-416f-957e-bdcd620d5449_1,electronic
suno_f677188c-dea5-48f7-a555-d362075300a8_1,classical
suno_1b508933-51b2-462f-a825-045c745ba558_1,jazz
suno_fab9b03b-aac1-45cb-896a-3cd698ddb051_2,pop
suno_725ca375-dfb4-43d8-9614-aceb858bed3c_2,blues
suno_1ec12402-9f40-492f-9eed-117b2fffa651_2,hiphop
suno_30974393-da4e-465b-8b0c-e2beb27341be_2,pop
suno_0d8a1900-61f7-4ae9-bdb6-ccbd27911151_1,hiphop
suno_ee5d2527-c357-419c-ba90-8278113d3da8_1,country
suno_49a52e46-a80b-4d53-b508-49a273ad53a8_2,blues
suno_910a15d1-edd2-4134-adf6-e5b90673e097_2,blues
suno_b4228583-d62d-4754-b126-3a5bf4f2eb4d_1,rock
suno_5edc4fb1-f10f-464d-ac2b-1014556d0829_2,rock
suno_0624a3b0-ba53-4b80-9779-2128016d0e2a_1,electronic
suno_429354d0-ee80-479e-b9e4-81c2ac05f063_2,electronic
suno_0769f111-eec6-4323-b11a-d4ded0d3823c_2,rock
suno_59b78895-7bb0-4afc-88a9-7110cc0975ad_1,country
suno_f6040d1c-21c6-4b48-a0dc-717d04269eb8_2,blues
suno_6098faed-f8c8-4ebd-870f-949a8f3d2316_2,classical
suno_b5b03a42-e5f3-416f-957e-bdcd620d5449_2,electronic
suno_1e62aeab-9ae5-4374-97e7-d850346a2012_2,classical
suno_d98718f2-9830-44cc-9ea0-5e5ecd40b657_2,hiphop
suno_64897f31-6d51-4e19-9147-7e887f6a17e3_1,classical
suno_a479fd3e-dcb1-4b17-94a6-0b71cef3a878_2,classical
suno_b724274f-572f-4190-a277-b26702649507_2,pop
suno_52744fe0-9905-474f-b542-4323300bb426_1,blues
suno_acf25df4-317b-4042-b4ef-f9b8a2758b6f_1,hiphop
suno_eedfbc71-85f3-44e7-90a0-eff6ad88c0d2_1,hiphop
suno_738058ec-ac5f-439a-ac2f-9037e0174bd0_1,jazz
suno_9533be16-8578-4a33-8ea1-b4cd7c8857ae_1,hiphop
suno_541add21-8a86-4f63-b79a-b0702b0f4cfb_2,pop
suno_b26dd969-c36e-4fed-bdfe-a7f4ed13ce35_1,hiphop
suno_84c20d7b-5587-4ddd-9b90-8997a43e0a52_2,jazz
suno_c5c2fb32-f2b3-4cea-a411-bb4db770621e_1,electronic
suno_d6b0af80-556a-4280-b969-9663e4d0ce4f_1,classical
suno_2da4e11e-9c2a-4571-86d7-f77544403833_2,blues
suno_4e79556c-59c5-4cd5-94ee-89bdf8116c14_2,rock
suno_19b83732-d193-44c8-982c-878194a676a9_1,pop
suno_5ef828bc-f77c-43d3-b2c6-689878b16993_2,hiphop
suno_729ab243-01a0-4212-b681-0dce3660f07a_1,country
suno_5f1b0f63-c390-4d19-89ba-aaf993489667_2,country
suno_5c6a45d8-85bd-4077-b17e-f77093b2ce05_2,electronic
suno_901f41c4-6705-4ad0-8ee3-40c4e6416fd2_1,classical
suno_ec7ee914-559e-4cb4-9d64-345f9a763ecb_1,hiphop
suno_2b141324-de90-43fa-9d2b-5c9266e6dc35_1,electronic
suno_4c9447ae-0607-4193-9cdf-c26e04e8e387_1,jazz
suno_ca9cec77-174e-466c-a30a-e51e9c2178c1_2,pop
suno_97d345f0-3c4c-42e9-aaea-fcdc11a3faa6_1,jazz
suno_4c9447ae-0607-4193-9cdf-c26e04e8e387_2,jazz
suno_ef9c36af-0d08-47d5-9b14-25943865a0e0_1,rock
suno_ee2825af-ad97-4975-907d-db4f7631cfef_1,country
suno_d383c11e-549d-469e-a5fd-d2588e3a97f7_2,rock
suno_ea53c117-4b80-4c98-bdb6-6af0cf392b1b_2,blues
suno_1d7e2f0d-147a-4af4-92f7-dd44b43e7db3_1,country
suno_76c2af42-5a9d-48fb-9b4a-23db492ba744_1,classical
suno_6e6187dc-76a1-47bf-9480-a62ce816367e_1,blues
suno_e00ec832-ecef-42f1-a078-eab83756100a_2,rock
suno_d9aa30bc-df43-4271-bcb6-7b324fe0703d_1,jazz
suno_5ef828bc-f77c-43d3-b2c6-689878b16993_1,hiphop
suno_16486312-9039-41a3-8f9c-79463c735431_1,classical
suno_dccebf8b-66bd-4c2d-8660-2ab05d4d7c99_2,electronic
suno_00dc90d1-7dd6-475a-b6fc-7face593111a_2,hiphop
suno_c6651752-26e3-4f9e-9f06-8721af4f6acb_1,country
suno_1a24ec96-1e93-4ec7-8d24-a4398939e821_2,country
suno_1ee6712b-35e4-41f7-97f7-da57229d3eda_2,country
suno_11b94acf-6aa0-42ea-9afc-5f5359809d68_2,hiphop
suno_7ca0f046-6fd7-434e-9be6-93e5f1c283a3_1,classical
suno_91b83104-b8ad-47d7-b016-43ad9590aba1_1,classical
suno_ce8806fa-7569-4e09-a184-1d6de7fdeac9_1,classical
suno_5f140e34-bd32-4d71-8eb3-5ee542d6a973_2,country
suno_e86ae9c1-ebe9-4023-8663-c06280762315_1,classical
suno_a613d4c5-04fc-45df-8d67-af152d0208b3_1,rock
suno_d670b18d-cd84-4cfa-9ef8-b77a482559ad_1,hiphop
suno_515645b0-ca5b-46c8-bc09-e7cb1553213f_1,jazz
suno_f0c32596-0875-4cb4-abd1-423d5e61eccd_1,hiphop
suno_ea9519d9-f359-43c9-ac0d-21fa05f09bf6_1,classical
suno_7c1887e8-a89b-402c-8139-56a21cc9af55_1,country
suno_c3010176-c748-4650-9ae0-461fff810d47_1,hiphop
suno_d09d89e4-7de8-4cfd-9233-f0fe0ac24811_2,jazz
suno_63d1ce43-87a9-4bc5-94aa-defa58d6c397_1,blues
suno_cadf60df-4091-470c-bb1b-1cc47172ceaf_2,rock
suno_60f7d8d7-9149-44ba-987f-ff6444714250_2,country
suno_700faa0f-240d-498e-8984-be77962a328d_1,jazz
suno_6a8f4fc7-00d0-4015-b515-d01ddd8c4377_1,classical
suno_18bb8e24-914f-44c1-bac7-6a172ccaeda6_1,rock
suno_e6217664-8be5-4b3f-b6a1-0ab1906e09b2_1,classical
suno_d216171d-7f37-4610-a9b2-82f1e0c60760_1,classical
suno_ffd24211-027f-48fa-a599-ef19e8a99c5a_2,hiphop
suno_abde2f15-d0e3-4730-82aa-6428661e9bae_1,classical
suno_9de8309b-50b3-45d1-a880-792f738e7b3d_2,hiphop
suno_4f5926d2-8ad5-42f2-984d-7b45284681ed_1,blues
suno_849262fb-e4de-4799-988f-922186bff591_2,jazz
suno_e03a24e4-b62e-4803-93f6-2a98128217cf_1,pop
suno_064c04e9-5f4c-420c-9e4a-a0a1d09f17c7_2,hiphop
suno_fdd32246-f7c1-430b-98cb-759f5ce35488_2,jazz
suno_246fbc38-676e-46ab-8deb-9c0a1beaa585_1,blues
suno_2188ea21-3fb8-4645-ba90-aed7afecca3f_1,pop
suno_8a69c636-2208-498c-851a-947851d07662_2,country
suno_acf25df4-317b-4042-b4ef-f9b8a2758b6f_2,hiphop
suno_e5111eca-63a9-4da0-96bb-9cad9e78933a_2,rock
suno_d9261c9b-172d-4722-9f81-c7902410e597_2,electronic
suno_746de3d3-f85e-46ff-8497-d2f27f791e71_2,electronic
suno_06761880-993d-47fa-a0a8-4f3b5349b0f0_2,rock
suno_b96c17d9-32ff-4753-92b3-1868049303c6_1,pop
suno_2188ea21-3fb8-4645-ba90-aed7afecca3f_2,pop
suno_0eecfa54-a82a-439f-9468-7f49511f4c8f_1,jazz
suno_152d8adb-6a73-42f3-b5e8-59c01ce4555d_2,electronic
suno_0b903c4f-0e47-43a6-8838-99491c1a813b_2,rock
suno_20ad2f8b-f0a5-444e-b093-cbbedc0ca25c_1,hiphop
suno_746de3d3-f85e-46ff-8497-d2f27f791e71_1,electronic
suno_b35dc0ea-e995-4339-add9-88204cf27d98_2,blues
suno_0d1bf15d-58b0-48ca-9c58-739a8dbd8559_2,hiphop
suno_95d390b5-53a9-408c-b595-89a4e120f007_1,rock
suno_20df7313-7c3a-404f-ac92-41d465a9fb80_1,pop
suno_21ab7704-1f3d-4e83-bba9-5c0bf0436144_2,pop
suno_6a8f4fc7-00d0-4015-b515-d01ddd8c4377_2,classical
suno_43e663a2-478e-4faf-9c89-93e92beb42c7_2,hiphop
suno_0fc50e94-e162-497d-aa8c-07a108e437f6_2,jazz
suno_caef9c43-2da0-476d-9116-df58121f0559_1,rock
suno_23c9d272-4475-496f-a93a-962b91552262_1,pop
suno_c32e4db6-c05e-4d17-83da-7adf76e8b722_2,pop
suno_0e4b3e9d-c4ed-43af-b86e-a7062376a39c_2,jazz
suno_8d844e91-aba5-4179-b5cf-9b1e5df376af_1,pop
suno_f7f3100c-387c-4112-a893-981e1ee7c6d4_1,rock
suno_a556a2b9-c7dc-4ef2-99d5-38ff3e07ca27_1,jazz
suno_3d7cd02e-5812-4711-ae29-271d16d3e923_1,blues
suno_474847ab-f0a3-47d5-912f-cd655bf82539_2,hiphop
suno_69b57829-f6bb-48ba-8359-68ef803b3385_1,electronic
suno_a2246645-ee44-4e2c-99fc-3d79d38cdfdc_2,jazz
suno_a2867d3c-5900-489c-9c10-0e2ca0ff1b73_1,blues
suno_7492f740-1153-4d31-9344-dbf130f8f2b4_2,blues
suno_a2ffbf6a-34f4-4881-ac40-e733228f25d9_1,blues
suno_c2cce8b2-4454-4c09-9472-6e61c3481fcf_2,pop
suno_a478c13c-ad6c-4652-99fe-b375d9482fc1_2,jazz
suno_85cc57d8-ad01-4edf-a6ff-7a1493cf69c0_1,pop
suno_48361f6a-6ead-4416-9b69-7bbf7050256d_1,classical
suno_c0dcc792-f3ca-4eba-b142-63947ab28ed0_1,electronic
suno_88dd0541-5dbf-41fc-8f7a-79e506a65042_1,classical
suno_db1cfce9-c0bc-49c0-bc0a-a71152257abe_2,classical
suno_7890d56c-6b68-4701-9117-b195fd0a12a0_1,hiphop
suno_fe82379c-b00d-47da-be0d-dd46441670ef_2,hiphop
suno_468cef4e-68b2-4bd9-9082-0b84f73c74ee_1,pop
suno_6a2da5f8-4510-45d3-9849-8380fef38309_1,rock
suno_c2a590aa-e47b-4b02-9a46-1987410b90e5_1,hiphop
suno_9c6608f9-91df-430a-aadb-0c8e27b14df1_2,country
suno_34774a54-d748-455a-9cd1-5a83917f0819_2,hiphop
suno_de5d6f2b-d173-4b1c-8fe8-b82c3ade35b2_1,jazz
suno_c388a7ae-8366-4f38-bb39-ef16e8337a61_1,rock
suno_beafaad0-f155-486e-9afd-fa8a4f8743b6_2,pop
suno_ddf68233-4835-4dc7-a3bd-195b4dcf7bb7_2,classical
suno_158771b7-a16b-4947-8311-2d737230b80d_2,country
suno_f4036bc8-fb19-43f4-9126-567200c60294_1,jazz
suno_5973feff-c064-481e-ab8c-316ba9abfcdf_1,hiphop
suno_9ed04ee8-0ed5-4e8b-9416-fc83e675bd54_2,blues
suno_0a784094-b19d-409d-a515-0f521c5944e5_1,pop
suno_869a2989-7395-4370-91e7-60930471f1bb_2,jazz
suno_a3c66419-4c2b-46fc-a584-a9949133e61c_2,rock
suno_43f333a4-b9e6-4ee9-8ada-931e73d8fd71_1,hiphop
suno_0d631ee3-d197-463b-955a-bca395b5ce82_1,classical
suno_18472992-fd7f-44f4-b161-f9fad5270324_1,blues
suno_0deb3be1-ec09-4996-81bd-09132dce5397_1,classical
suno_3031a4e4-1d9a-4d52-922e-ed231b663443_2,pop
suno_ce89102c-e423-4664-95e8-572969e4c8fd_1,country
suno_dffe1e4a-4f56-40aa-8b6b-a3515fab93a2_2,blues
suno_250bfaba-0e21-4b90-b2bd-e8d4ecc18cfe_2,jazz
suno_3aa25cb9-161b-40b9-996a-0d0320fdae48_1,rock
suno_5990312e-d90a-496a-ab85-08ae10479228_1,pop
suno_18c728f9-313b-453b-ad28-903e7eb2f858_1,classical
suno_fd1053c9-2017-467f-99c2-ffb951c64f2d_1,blues
suno_7d461a5a-a786-427e-b487-c9a783c967ca_1,classical
suno_2054a9f9-a5e9-49c5-91bd-00a4a27c35f8_1,jazz
suno_de27501c-7cd8-403c-8e1b-7c2a3618830f_2,electronic
suno_efa3e7db-83ba-417f-a3ee-a903075e69dd_1,jazz
suno_00bafd59-efe7-4f7b-8089-e701eae74e44_2,jazz
suno_20ad2f8b-f0a5-444e-b093-cbbedc0ca25c_2,hiphop
suno_6fa6b9a4-b948-4227-9688-f59cfb54287e_2,blues
suno_2a721eab-b2b0-4b2a-8ba5-901a126f8aa0_1,blues
suno_19b83732-d193-44c8-982c-878194a676a9_2,pop
suno_6ed40bdb-9b31-4507-a0be-10386c6bda53_1,classical
suno_30bb8b5a-8e29-4f45-9e0c-d885b601dc8c_2,jazz
suno_c7c498a3-f655-48c5-8e48-07a66ff8de6d_1,hiphop
suno_d6e7d23e-9934-4c86-9d5a-ea12d9e2e6c9_2,electronic
suno_b5406125-662c-4847-98de-bd01b3412c9d_2,pop
suno_c40ee52a-5ff6-4cc6-99c7-b554cfbfe792_1,blues
suno_cee202ec-5b44-4ea0-a297-350373d341ea_2,pop
suno_6b745db4-34ac-4a88-9d0b-da445a9b3f4a_1,pop
suno_0ef9625d-6e22-4939-9176-6170456a5be2_1,rock
suno_e2b81a8a-68ac-4254-9b09-48258b3152a4_2,rock
suno_4e6e23e6-af4c-41aa-a062-8cb8f771ae30_1,blues
suno_cbe3549c-a4b9-40b3-a2a9-cc264e1f6a64_2,pop
suno_f08d04bc-0bcd-482f-ab24-55ebf494a804_1,pop
suno_052b1a1e-bf04-4034-9a42-61e2b1048bb8_1,pop
suno_06a1d344-6843-43a8-9913-2c7a3002f3df_2,classical
suno_1adc7191-3cb2-4dae-8fce-1a76576c2ad9_1,pop
suno_d03e672d-0d7b-440f-b5e5-d7c8ba3751bc_2,classical
suno_3d15c42c-f7c9-4c40-a438-27a9c9844708_2,jazz
suno_4bb30473-e4e1-4394-800b-341100f4f3f0_2,country
suno_435bdd15-8c8a-490d-ba58-9f7f4c7df3ca_1,classical
suno_c1dac4aa-de47-42fa-a803-4c89623198f4_1,country
suno_30373bd1-bacb-4fb8-b2a2-b4adf48383d4_1,rock
suno_de4d9157-4571-4a54-8010-420794f7f7d4_2,pop
suno_2358f9fa-eae0-481a-8267-ac5ffd67682e_2,classical
suno_14ce4bef-14ad-494e-a0ba-1c7e1b21dccf_1,electronic
suno_faad4b60-17a9-4a1f-98ec-8e75f66e6c5e_2,rock
suno_b2119276-deb7-477d-a964-a1f91f47c6df_2,classical
suno_5e2f63d0-1932-424a-a50d-84145f28a88b_1,jazz
suno_67dfe9a0-0c39-4451-9f10-f02bbd1dc154_1,electronic
suno_3dc98de2-58d1-4e49-b881-41d35f96870d_1,classical
suno_0361a0c1-79fb-45a8-8674-b2af88bba9c5_2,country
suno_b4b9634b-f730-4b22-b8b4-025239f69e6e_1,electronic
suno_d50496f8-bcb1-476e-9141-1433cc2b5e38_2,pop
suno_d8627e06-f594-4cbf-8727-48c880d3e5fd_2,pop
suno_af7dc7ad-f3c5-440d-9ea7-f1d3485ee729_1,jazz
suno_9fd53d88-d79d-49f0-8030-aa68817b5a6c_1,pop
suno_a362ec96-290e-4fa8-baf6-2f0afe734308_2,country
suno_8c19c7d0-3f25-46c0-961b-2f528f5147fe_1,jazz
suno_225f24c8-a70e-4ca7-a7b8-435b4143ce49_2,blues
suno_901c5858-a4f8-4480-9bfc-485c4e9716ed_2,country
suno_a8519ea9-d709-4ad4-a420-26b9bb807c09_2,pop
suno_6bcd4cc2-db89-426b-ac84-2afb520080c8_2,rock
suno_6e20d262-3398-485a-bc24-e8334da397e3_2,pop
suno_cb3ec7c4-94e2-4b0f-b3cd-9a7fa87067e4_1,rock
suno_aa6d5fc6-1ca7-461c-afbd-fcba90a3f80f_1,hiphop
suno_8c0a7058-4ca7-4430-b4b2-88e4108360d0_2,hiphop
suno_dafb7f79-7fb1-47a4-a061-cb8fd9486188_1,pop
suno_20b33032-8d2d-4f77-adbf-c36dd26b5207_2,blues
suno_c3bb7873-4466-4207-91b7-77e5861d1ab0_2,country
suno_cb9101a3-ae9b-47bf-8a1c-5105a5fc2a2f_2,rock
suno_6cf514af-ea34-4e85-a5e6-f64b46dff235_1,rock
suno_a24d5e0f-21e2-4d1a-afdc-b3078a30623e_2,country
suno_b883daa3-ddc8-41d7-9c7d-06c69831a510_1,jazz
suno_b8d0f57a-7dbf-4a49-9ca4-8a3b802f6ad1_1,jazz
suno_33662f74-409a-4c44-999b-ba55733d8712_1,pop
suno_974e3bf7-67b0-46e1-9a8c-edb152c3af30_1,pop
suno_50d7de36-04f3-4738-b23f-78e6a9209b96_1,jazz
suno_76caf260-8b57-4d58-bd54-fb8d5d7ce6e9_2,country
suno_f47c352d-b03d-4d74-bf1f-fee4cbed4be3_1,electronic
suno_dd986c9e-e718-4878-bb09-3b6c58b0c07b_2,hiphop
suno_32f21b60-1a8a-4270-891c-65851acb8492_1,hiphop
suno_8a73b166-bad5-4af7-9439-7c04b30756c1_2,jazz
suno_9c6608f9-91df-430a-aadb-0c8e27b14df1_1,country
suno_dffe1e4a-4f56-40aa-8b6b-a3515fab93a2_1,blues
suno_b1579512-6881-4911-95b7-50be77501504_1,pop
suno_1ee3b3b9-ea71-4bea-8c46-f587a4a3e6ca_1,hiphop
suno_c6f60813-1e3d-4825-8fc2-ac53bd2818b6_1,electronic
suno_c5cb6799-7a2d-49b3-8822-c075c98d054e_1,classical
suno_3e93c46d-5c1b-4501-b5a2-adfcfd515b4d_1,pop
suno_9bdb82e7-73cf-441d-97a5-4242c615cd6e_2,pop
suno_dcc83cf2-b43d-49b6-a5ed-dac68f57aa82_1,country
suno_cf8f82be-084e-4626-8b71-fa35c94f0bcc_2,jazz
suno_ea763270-3b3e-4311-a307-193da1c659d2_2,jazz
suno_5955cebb-f211-439c-babb-0589dc2d2720_1,country
suno_0f4f9413-836c-4021-bf40-e0d9405c8e17_1,classical
suno_f1a6505a-c7fb-4e49-a784-6dd7db590dba_2,electronic
suno_44c70c28-9288-4f41-8406-0570076dcde9_2,jazz
suno_8f4e5dc4-ce8a-4829-9c24-1058c0e8bf99_2,blues
suno_e0d30185-88c2-4518-918b-3de950645667_2,rock
suno_37218316-20eb-4524-981e-ea7e0ecdbdef_1,classical
suno_65b71e9f-d3ac-431d-9445-f219f65846a5_1,classical
suno_33d3c63f-b438-4d0a-83ab-c3c454879b9c_2,electronic
suno_a5d5b2d7-7df2-4f65-ae2a-1f0a6f6d95e3_1,jazz
suno_50d922bc-2aaa-47be-9a16-7d44fa4f801f_1,country
suno_b8322667-515b-4205-bbb7-5e85a9e72c0e_2,country
suno_7391da6d-bb59-4eaf-bbc3-47715c5eb474_2,classical
suno_4d3282cf-5035-4780-8338-4c0aeb4eb01c_2,pop
suno_a364eb19-7201-460a-b8f1-79327dfd8a3e_2,hiphop
suno_bef0afc0-0a9c-43db-bd56-18c0eec1b351_2,country
suno_c27b75d1-0990-4170-8228-0ae1366f126c_1,classical
suno_3492ac9c-9deb-4ecf-9d0f-a57b1f2bb1e4_2,jazz
suno_a33dea82-7ee9-42bb-bb14-d5ead16ff717_2,rock
suno_60ca95c3-cae6-473b-abb1-c1102f4a5876_1,country
suno_16486312-9039-41a3-8f9c-79463c735431_2,classical
suno_45a45f0f-dbf5-400d-8dfa-ba6e50d1d9ad_1,hiphop
suno_e1f22988-199c-4d27-b6fb-f9d9c0411a47_1,classical
suno_3c2f402d-8c18-409d-a468-b546d8d782e4_1,classical
suno_bfdeb25e-8e04-42a8-b516-b705c2f46e65_2,electronic
suno_f71ab764-a7bf-4298-aa5e-01b8aea31f40_2,hiphop
suno_328935a3-c998-4c5f-a7c6-b6be57ec370a_2,classical
suno_4f19cac6-b293-48e6-a10d-5bebfc00a2e7_1,pop
suno_a479fd3e-dcb1-4b17-94a6-0b71cef3a878_1,classical
suno_875734ed-be35-48f9-bdea-29d256bf4bda_1,blues
suno_523fb1fc-1884-4db0-9607-e30ad748c6ba_2,rock
suno_c4bf6bfb-ab69-4fc4-851b-3a6ea9bff38a_2,blues
suno_1d7e2f0d-147a-4af4-92f7-dd44b43e7db3_2,country
suno_3024bcc4-a4e1-4e3a-9653-d894f0b6bf56_1,hiphop
suno_df96860d-c584-4a9e-aa8f-0363485c8795_1,rock
suno_f26aa419-5ace-421d-b053-a7edfde34d9b_2,blues
suno_52666162-fe27-4751-9b64-e8b6e2d9a66d_1,blues
suno_e0e4ecb6-6f21-4b99-9863-0907fef653f5_2,blues
suno_ec7ee914-559e-4cb4-9d64-345f9a763ecb_2,hiphop
suno_d9ed81eb-837a-42a7-a64a-ca6583090a00_1,rock
suno_63eabe70-4a0e-4893-b485-df40a5ed58f5_1,electronic
suno_079d49b3-3503-4c95-8584-239d98f05f62_2,hiphop
suno_21fbc69f-d093-468e-ab80-418a75431ec3_2,jazz
suno_dac6e098-83c9-4974-9bcd-e1272c0573c9_2,jazz
suno_655826dd-b169-4e6b-ba9c-840c7a0cee30_2,pop
suno_56c9d2cf-2836-47b2-9fcf-80b436ec094c_2,jazz
suno_59c8b880-6a1e-4560-bb1c-d7720c563004_1,electronic
suno_cf7aab44-b677-4396-9d9d-c8b844eb2cb6_1,rock
suno_9d233c6b-ec47-4fe3-9971-d240c0b8b970_1,pop
suno_cb48d67f-ca4c-4fec-8bb4-cc68150e0447_2,pop
suno_0ddfef56-faae-485f-bcae-5fc2d7d50278_2,country
suno_969c9fa2-af0b-4555-9324-38b84f6e067e_2,electronic
suno_76b73585-d000-47ba-861b-1a111dd1a7d2_2,hiphop
suno_fa1b252e-e71c-4d9c-9f2c-ade6d2b3e953_2,electronic
suno_e979a59e-291f-43ca-8f50-9da5ad4f8596_1,jazz
suno_794e64b8-2bd1-490d-9e1f-6b3cabc30b56_1,country
suno_9bedfcb9-4f7e-49a3-9383-bb3f8bdf04d7_2,hiphop
suno_be990904-9bb2-422d-b4b6-ab88a556c570_2,classical
suno_09b73a25-3742-4d9f-a418-e4f095769959_2,hiphop
suno_0622b6a5-ed08-4cbb-a3be-9fb841a9b1aa_2,electronic
suno_372d7ec0-b761-48ca-9894-9f0e47c068a9_2,rock
suno_eff2be75-7cb7-4652-b803-2ccfbe747d5f_2,country
suno_48e3c040-1eb0-4e72-be91-56097093cb91_2,rock
suno_ff1fb93c-89bc-4346-a0e7-eb6bd40c13f0_2,blues
suno_6854d92c-45ed-418b-99f5-56024eb1c3df_2,electronic
suno_6250e476-4bf9-449b-942e-35dc0bc1731b_1,classical
suno_0769f111-eec6-4323-b11a-d4ded0d3823c_1,rock
suno_bbdf8c43-9f4f-4ecb-8b9f-894493e49aff_2,country
suno_2d9268bc-d311-4eda-a30b-caf17db0f24b_2,electronic
suno_01288d4b-d172-4008-b0c4-c59694d94498_2,pop
suno_bcdc5f61-8b37-418b-8d6c-2f97b2acc21b_1,classical
suno_91b3af60-f18d-4c14-b5ed-237e5bbdd227_2,blues
suno_e1cdd233-2761-41cc-92d7-cbfb3cbbc93b_2,blues
suno_db1cfce9-c0bc-49c0-bc0a-a71152257abe_1,classical
suno_9ac80354-6103-437b-92dd-5f6ee2c52dce_1,hiphop
suno_3d4dea9b-aecb-4a6a-968e-9f51dd738e6e_2,blues
suno_16e1690f-0636-467a-938b-96498ff9e795_2,pop
suno_3012bd56-0307-4135-a39e-8b50e07e0920_1,classical
suno_9c7982fb-75a3-48fa-aa0d-345d17e3db81_2,rock
suno_d584bae9-0866-4a5c-b0fb-f87229a8b1e1_2,hiphop
suno_791d2fd2-cd7c-4e8b-94af-b2bc66ff32c4_2,electronic
suno_eedfbc71-85f3-44e7-90a0-eff6ad88c0d2_2,hiphop
suno_d7415013-9d5d-44fc-95e5-707b868aafd5_2,hiphop
suno_af031e86-646c-41ff-9ae7-681f607fbfc1_2,electronic
suno_71978209-3ed4-4b57-ad42-d58b5b66225d_1,electronic
suno_9d8cc167-d847-4985-b10a-b2097a29c6ae_2,jazz
suno_625a2442-b3d1-442e-a95a-8ee52bb52a57_1,hiphop
suno_b848cd12-213d-494f-9779-b9ae16071fd1_2,rock
suno_4bb30473-e4e1-4394-800b-341100f4f3f0_1,country
suno_0d3229eb-72ee-4154-b6ac-519358f2fafd_1,country
suno_2c2acddf-1467-4f05-9bc0-023f2737e270_2,country
suno_5be0eb31-4614-4b2b-822b-f9bcc42c3fbf_2,country
suno_0ddfef56-faae-485f-bcae-5fc2d7d50278_1,country
suno_3e17a4db-36a4-4eca-b184-10279aa3892c_2,classical
suno_ddf68233-4835-4dc7-a3bd-195b4dcf7bb7_1,classical
suno_479b3e21-6a46-4b71-b91d-e4a9d9cd6a53_1,country
suno_14518ea1-365f-4d1a-81ef-cf0b6608d4fb_2,blues
suno_a467289e-3ed5-4e05-abe1-76dfe49f29b5_2,jazz
suno_85cc57d8-ad01-4edf-a6ff-7a1493cf69c0_2,pop
suno_e108746f-7b8d-4770-bcff-fceba827c0b6_2,classical
suno_13cac85c-41fc-41e6-941f-98aad1f956aa_1,hiphop
suno_c4a5633f-856d-4ee8-964c-4c3246e5c388_2,pop
suno_1e17d2c9-9a04-44f3-befd-a7ba128f4f86_2,rock
suno_53621496-7036-491b-b8cf-ec5ce8212838_2,rock
suno_4a82bb4e-8ac8-4d80-8b5f-a278653d1df4_1,rock
suno_54ba92d4-072d-4ab4-bb80-796ca7dd6f4e_2,jazz
suno_074ce6e1-98b7-4ecb-ae62-b4f1accf02bf_1,blues
suno_3c5cfce2-9dad-485b-90af-1ca37a89fb38_1,jazz
suno_fe6ea416-99ac-4f41-91c7-128dc9a0e937_1,hiphop
suno_c611117f-a0d8-4a13-93a0-554c9bf0c64d_1,blues
suno_5d44110b-c61a-46d8-89dc-aa457cc951d5_1,pop
suno_2ac43ad7-2c91-4817-9b96-1675d6ff8cc9_2,blues
